alpha, cl
-9.888692132557317, 1.2924361244624327
-8.340079264693223, 1.4437979593557624
-6.5330129015934375, 1.6149759676195288
-2.1426764482667835, 2.0037945863900837
-0.8512522135083458, 2.1158613711105496
0.9562357703014399, 2.280546420440172
3.5378193776882867, 2.524158866683532
5.217977907075266, 2.6497175141242946
