alpha, cl
-9.935070410658398, 1.0066616072181445
-7.873345138712992, 1.256092419259633
-7.80841554937156, 1.2561767434016349
-5.8757062146889965, 1.4924529892908338
-3.8106079770635333, 1.689940129859178
-0.9731005987010519, 1.9923265030778312
1.0279112910030008, 2.1767434016358886
2.640610506788512, 2.3411754785395065
4.1883801332325845, 2.5055232313011215
6.962644405093677, 2.7818534446412015
